sac,1978731,1978783,704.0,394.7,413.6,354.7,210.0,293.1418769128696,Banco de Chile 1.jpg,None,None
fix,1978783,1978937,408.5,362.1,Banco de Chile 1.jpg,None
sac,1978937,1978971,403.5,367.3,289.1,346.5,121.0,116.27553482998906,Banco de Chile 1.jpg,None,None
fix,1978971,1979125,285.6,348.7,Banco de Chile 1.jpg,None
sac,1979125,1979173,284.3,349.2,593.3,357.5,263.0,309.1114523921752,Banco de Chile 1.jpg,None,None
fix,1979173,1979315,587.2,363.8,Banco de Chile 1.jpg,None
sac,1979315,1979347,586.8,365.6,715.3,387.6,176.0,130.36966671737716,Banco de Chile 1.jpg,None,None
fix,1979347,1979963,710.6,391.5,Banco de Chile 1.jpg,None
sac,1979963,1979997,707.0,389.7,827.0,386.8,130.0,120.03503655183349,Banco de Chile 1.jpg,None,None
fix,1979997,1980277,822.7,389.7,Banco de Chile 1.jpg,None
sac,1980277,1980303,822.5,390.3,734.3,378.2,118.0,89.02611976268543,Banco de Chile 1.jpg,None,None
fix,1980303,1981257,727.1,375.8,Banco de Chile 1.jpg,None
fix,1981431,1981579,724.8,385.3,Banco de Chile 1.jpg,None
sac,1981579,1981641,725.0,385.5,389.1,247.0,279.0,363.3332629969351,Banco de Chile 1.jpg,None,None
fix,1981641,1981845,389.0,239.4,Banco de Chile 1.jpg,None
sac,1981845,1981889,388.0,239.2,255.5,220.3,148.0,133.84117453160667,Banco de Chile 1.jpg,None,None
fix,1981889,1982183,249.0,209.0,Banco de Chile 1.jpg,None
fix,1982367,1982461,794.3,274.4,Banco de Chile 1.jpg,None
sac,1982461,1982507,791.6,278.5,1033.2,150.3,300.0,273.50648986815656,Banco de Chile 1.jpg,None,None
fix,1982507,1982767,1026.3,155.9,Banco de Chile 1.jpg,None
sac,1982767,1982805,1022.5,159.7,888.6,140.1,173.0,135.32690050392787,Banco de Chile 1.jpg,None,None
fix,1982805,1983013,890.2,146.6,Banco de Chile 1.jpg,None
