sac,4530445,4530465,690.4,385.1,675.7,338.0,130.0,49.34065261019558,Banco Santander 1.jpg,None,None
fix,4530465,4530595,674.5,329.1,Banco Santander 1.jpg,None
sac,4530595,4530633,673.0,328.6,579.8,450.8,235.0,153.68500252139114,Banco Santander 1.jpg,None,None
fix,4530633,4530791,579.9,444.1,Banco Santander 1.jpg,None
sac,4530791,4530813,579.0,446.6,507.9,449.9,127.0,71.17654107920673,Banco Santander 1.jpg,None,None
fix,4530813,4531081,497.2,449.6,Banco Santander 1.jpg,None
sac,4531081,4531103,496.6,451.5,562.9,463.2,131.0,67.32443835636502,Banco Santander 1.jpg,None,None
fix,4531103,4531247,561.5,460.4,Banco Santander 1.jpg,None
sac,4531247,4531267,563.2,460.8,618.0,461.6,113.0,54.80583910497124,Banco Santander 1.jpg,None,None
fix,4531267,4531433,620.2,460.5,Banco Santander 1.jpg,None
sac,4531433,4531449,622.8,461.1,662.0,463.0,96.0,39.246018906380854,Banco Santander 1.jpg,None,None
fix,4531449,4532035,660.7,458.0,Banco Santander 1.jpg,None
sac,4532035,4532049,662.9,453.8,688.8,465.3,78.0,28.338313287844052,Banco Santander 1.jpg,None,None
fix,4532049,4533127,691.0,458.3,Banco Santander 1.jpg,None
sac,4533127,4533145,691.7,456.6,700.1,479.3,67.0,24.204338454087093,Banco Santander 1.jpg,None,None
fix,4533145,4533781,700.9,471.6,Banco Santander 1.jpg,None
sac,4533781,4533795,700.3,471.3,724.7,483.2,70.0,27.147191383272116,Banco Santander 1.jpg,None,None
fix,4533795,4534177,731.9,483.5,Banco Santander 1.jpg,None
sac,4534177,4534211,735.9,481.5,683.4,357.0,192.0,135.11661629866254,Banco Santander 1.jpg,None,None
fix,4534211,4534441,679.5,348.4,Banco Santander 1.jpg,None
sac,4534441,4534485,678.2,348.0,894.3,346.1,191.0,216.10835245311543,Banco Santander 1.jpg,None,None
fix,4534485,4534621,892.0,344.7,Banco Santander 1.jpg,None
sac,4534621,4534639,890.9,346.4,922.1,317.3,118.0,42.664387959983685,Banco Santander 1.jpg,None,None
fix,4534639,4534901,922.5,319.4,Banco Santander 1.jpg,None
sac,4534901,4534949,922.8,323.3,756.9,534.3,282.0,268.4097800006549,Banco Santander 1.jpg,None,None
fix,4534949,4535099,747.2,539.9,Banco Santander 1.jpg,None
sac,4535099,4535127,746.1,539.2,852.1,576.1,183.0,112.23907519219854,Banco Santander 1.jpg,None,None
fix,4535127,4535307,848.0,577.1,Banco Santander 1.jpg,None
sac,4535307,4535343,847.0,576.9,662.6,645.9,278.0,196.88666790821566,Banco Santander 1.jpg,None,None
fix,4535343,4535495,659.6,649.2,Banco Santander 1.jpg,None
sac,4535495,4535509,656.7,650.3,626.4,635.8,90.0,33.59077254247071,Banco Santander 1.jpg,None,None
fix,4535509,4535803,613.4,627.5,Banco Santander 1.jpg,None
sac,4535803,4535829,612.5,625.7,696.2,619.3,153.0,83.94432678865206,Banco Santander 1.jpg,None,None
fix,4535829,4535965,688.4,622.2,Banco Santander 1.jpg,None
sac,4535965,4536017,689.0,621.6,693.5,373.0,252.0,248.64072474154352,Banco Santander 1.jpg,None,None
fix,4536017,4536279,684.8,367.5,Banco Santander 1.jpg,None
sac,4538879,4538927,679.2,393.1,671.1,532.5,339.0,139.63513168253894,Banco Santander 2.jpg,None,None
fix,4538927,4539025,671.3,548.3,Banco Santander 2.jpg,None
sac,4539025,4539037,671.9,546.1,664.6,530.2,60.0,17.495713760804346,Banco Santander 2.jpg,None,None
fix,4539037,4539373,656.3,524.0,Banco Santander 2.jpg,None
sac,4539373,4539463,648.6,517.2,629.7,166.4,313.0,351.30876732583835,Banco Santander 2.jpg,None,None
fix,4539463,4539593,628.5,171.9,Banco Santander 2.jpg,None
sac,4539593,4539615,624.2,166.7,654.1,134.3,120.0,44.08820703997836,Banco Santander 2.jpg,None,None
fix,4539615,4539771,652.9,136.8,Banco Santander 2.jpg,None
sac,4539771,4539851,653.0,133.1,1006.9,421.4,327.0,456.4669758043838,Banco Santander 2.jpg,None,None
fix,4539851,4540061,1008.0,442.6,Banco Santander 2.jpg,None
sac,4540061,4540135,1005.3,446.1,743.3,614.4,194.0,311.39828194773327,Banco Santander 2.jpg,None,None
fix,4540135,4540357,740.2,610.8,Banco Santander 2.jpg,None
sac,4540357,4540379,739.7,609.1,697.0,652.2,144.0,60.67042112924556,Banco Santander 2.jpg,None,None
fix,4540379,4540589,702.8,650.9,Banco Santander 2.jpg,None
sac,4540589,4540599,701.6,653.3,724.2,646.6,72.0,23.572229423624744,Banco Santander 2.jpg,None,None
fix,4540599,4540819,726.1,649.8,Banco Santander 2.jpg,None
sac,4540819,4540853,727.2,650.7,673.0,555.5,134.0,109.54761521822377,Banco Santander 2.jpg,None,None
fix,4540853,4541069,663.2,533.3,Banco Santander 2.jpg,None
