sac,803796,803842,685.8,376.8,449.6,322.9,267.0,242.27185143965852,Banco Estado 1.jpg,None,None
fix,803842,804062,449.7,317.3,Banco Estado 1.jpg,None
sac,804062,804090,446.5,314.3,340.2,295.6,161.0,107.93229359186249,Banco Estado 1.jpg,None,None
fix,804090,804308,341.5,295.4,Banco Estado 1.jpg,None
sac,804308,804346,341.8,295.0,476.0,188.7,230.0,171.19967873801633,Banco Estado 1.jpg,None,None
fix,804346,804522,474.6,191.0,Banco Estado 1.jpg,None
sac,804522,804538,475.7,189.5,512.4,179.6,90.0,38.01184026063457,Banco Estado 1.jpg,None,None
fix,804538,804742,516.9,181.1,Banco Estado 1.jpg,None
sac,804742,804788,519.2,181.2,758.4,372.3,362.0,306.16311012269256,Banco Estado 1.jpg,None,None
fix,804788,805086,762.2,382.7,Banco Estado 1.jpg,None
fix,805290,805470,735.3,257.6,Banco Estado 1.jpg,None
sac,805470,805504,736.5,256.8,884.2,269.9,199.0,148.2798030751323,Banco Estado 1.jpg,None,None
fix,805504,805718,877.5,275.9,Banco Estado 1.jpg,None
sac,805718,805758,876.7,278.7,859.1,347.1,178.0,70.62803975759206,Banco Estado 1.jpg,None,None
fix,805758,805902,857.2,357.6,Banco Estado 1.jpg,None
sac,805902,805924,855.4,361.2,854.6,409.7,128.0,48.50659748941374,Banco Estado 1.jpg,None,None
fix,805924,806154,852.7,406.2,Banco Estado 1.jpg,None
fix,806310,806878,730.4,433.4,Banco Estado 1.jpg,None
sac,806878,806934,734.6,430.8,332.1,319.2,335.0,417.6850607814457,Banco Estado 1.jpg,None,None
fix,806934,807124,332.9,310.9,Banco Estado 1.jpg,None
sac,807124,807136,330.5,308.5,314.7,294.8,67.0,20.9124364912365,Banco Estado 1.jpg,None,None
fix,807136,807784,316.9,294.1,Banco Estado 1.jpg,None
sac,807784,807826,319.9,294.4,400.2,345.1,239.0,94.96620451508004,Banco Estado 1.jpg,None,None
fix,807826,808130,413.5,347.5,Banco Estado 1.jpg,None
sac,808130,808142,413.3,348.8,394.0,343.9,56.0,19.912307751739895,Banco Estado 1.jpg,None,None
fix,808142,808504,399.6,346.3,Banco Estado 1.jpg,None
fix,808636,808762,786.2,565.3,Banco Estado 1.jpg,None
sac,808762,808782,783.4,564.7,817.1,603.5,116.0,51.3919254358114,Banco Estado 1.jpg,None,None
fix,808782,808944,816.4,604.0,Banco Estado 1.jpg,None
sac,808944,808956,818.1,606.2,841.8,613.0,64.0,24.656236533583066,Banco Estado 1.jpg,None,None
fix,808956,809062,842.4,614.6,Banco Estado 1.jpg,None
sac,809062,809108,843.6,615.1,683.4,589.7,256.0,162.20110973726418,Banco Estado 1.jpg,None,None
fix,809108,809174,665.4,585.2,Banco Estado 1.jpg,None
fix,809360,809532,834.9,568.7,Banco Estado 1.jpg,None
sac,810666,810688,669.6,329.2,720.6,295.0,145.0,61.405537209603494,Banco Estado 2.jpg,None,None
fix,810688,810818,711.3,300.4,Banco Estado 2.jpg,None
sac,810818,810866,710.5,301.3,575.6,274.5,235.0,137.53635882922012,Banco Estado 2.jpg,None,None
fix,810866,811036,560.2,273.5,Banco Estado 2.jpg,None
sac,811036,811060,559.6,273.6,544.1,323.0,142.0,51.77460767596407,Banco Estado 2.jpg,None,None
fix,811060,811464,539.6,317.4,Banco Estado 2.jpg,None
sac,811464,811484,539.2,319.2,584.1,318.0,96.0,44.916032772274065,Banco Estado 2.jpg,None,None
fix,811484,811640,574.8,320.1,Banco Estado 2.jpg,None
sac,811640,811688,575.2,320.5,273.0,337.6,249.0,302.6834154690343,Banco Estado 2.jpg,None,None
fix,811688,811920,269.2,334.2,Banco Estado 2.jpg,None
sac,811920,811936,271.9,333.1,309.9,323.3,92.0,39.243343384579255,Banco Estado 2.jpg,None,None
