sac,1737876,1737900,685.5,409.2,678.1,360.8,114.0,48.96243457999201,Banco Santander 1.jpg,None,None
fix,1737900,1738060,678.7,352.9,Banco Santander 1.jpg,None
sac,1738060,1738102,678.2,350.4,889.7,343.3,213.0,211.6191390210252,Banco Santander 1.jpg,None,None
fix,1738102,1738494,896.2,334.8,Banco Santander 1.jpg,None
sac,1738494,1738548,902.6,328.7,730.4,181.6,203.0,226.47571613751444,Banco Santander 1.jpg,None,None
fix,1738548,1738724,728.5,183.4,Banco Santander 1.jpg,None
sac,1738724,1738748,726.8,182.5,658.7,172.2,121.0,68.87452359181869,Banco Santander 1.jpg,None,None
fix,1738748,1738962,650.7,171.1,Banco Santander 1.jpg,None
fix,1739732,1739814,299.0,164.4,Banco Santander 1.jpg,None
sac,1739814,1739840,299.4,165.5,414.4,209.7,237.0,123.2016233659281,Banco Santander 1.jpg,None,None
fix,1739840,1739932,424.0,215.6,Banco Santander 1.jpg,None
sac,1739932,1739980,426.1,216.0,726.3,163.0,279.0,304.8426479349633,Banco Santander 1.jpg,None,None
fix,1739980,1740120,729.0,162.6,Banco Santander 1.jpg,None
sac,1740120,1740154,731.3,163.5,687.3,314.1,323.0,156.8960165204968,Banco Santander 1.jpg,None,None
fix,1740154,1740512,686.0,318.6,Banco Santander 1.jpg,None
sac,1740512,1740560,686.3,318.3,691.4,463.5,288.0,145.2895385084556,Banco Santander 1.jpg,None,None
fix,1740560,1740714,692.4,474.1,Banco Santander 1.jpg,None
sac,1740714,1740762,692.4,474.2,418.7,623.1,343.0,311.5812895537856,Banco Santander 1.jpg,None,None
fix,1740762,1740938,421.9,627.2,Banco Santander 1.jpg,None
sac,1740938,1740968,421.6,626.8,318.8,608.9,126.0,104.34677762154422,Banco Santander 1.jpg,None,None
fix,1740968,1741252,320.7,609.8,Banco Santander 1.jpg,None
sac,1741252,1741270,319.7,609.6,357.0,589.7,97.0,42.27647099747092,Banco Santander 1.jpg,None,None
fix,1741270,1741476,359.2,584.4,Banco Santander 1.jpg,None
sac,1741476,1741506,359.5,584.6,493.6,595.6,201.0,134.5503994791543,Banco Santander 1.jpg,None,None
fix,1741506,1741658,492.1,597.9,Banco Santander 1.jpg,None
sac,1741658,1741686,492.8,601.3,488.2,667.5,133.0,66.3596262798398,Banco Santander 1.jpg,None,None
fix,1741686,1741832,485.5,660.4,Banco Santander 1.jpg,None
sac,1741832,1741884,484.3,662.7,332.6,439.9,273.0,269.5417036378601,Banco Santander 1.jpg,None,None
fix,1741884,1742162,334.7,443.9,Banco Santander 1.jpg,None
sac,1742162,1742180,330.4,443.9,288.7,424.3,97.0,46.07656671237558,Banco Santander 1.jpg,None,None
fix,1742180,1742488,279.6,412.2,Banco Santander 1.jpg,None
sac,1742488,1742508,284.5,411.7,316.9,436.6,84.0,40.862819285996416,Banco Santander 1.jpg,None,None
fix,1742508,1742672,315.5,437.9,Banco Santander 1.jpg,None
sac,1742672,1742690,317.1,439.2,359.7,457.4,97.0,46.32493928760184,Banco Santander 1.jpg,None,None
fix,1742690,1742920,359.8,464.0,Banco Santander 1.jpg,None
sac,1742920,1742938,357.1,466.3,320.7,488.9,91.0,42.845303126480516,Banco Santander 1.jpg,None,None
fix,1742938,1743134,323.3,491.8,Banco Santander 1.jpg,None
sac,1743134,1743148,324.0,489.6,332.4,465.1,83.0,25.89999999999999,Banco Santander 1.jpg,None,None
fix,1743148,1743424,331.2,463.6,Banco Santander 1.jpg,None
sac,1743424,1743446,330.1,468.5,344.1,514.2,110.0,47.79633877191855,Banco Santander 1.jpg,None,None
fix,1743446,1743622,340.9,506.9,Banco Santander 1.jpg,None
sac,1744894,1744924,696.0,352.5,582.8,380.0,192.0,116.4924461070331,Banco Santander 2.jpg,None,None
fix,1744924,1745154,587.3,380.2,Banco Santander 2.jpg,None
sac,1745154,1745182,582.8,380.4,690.2,398.7,150.0,108.94792333954797,Banco Santander 2.jpg,None,None
fix,1745182,1745328,701.5,399.4,Banco Santander 2.jpg,None
sac,1745328,1745352,702.3,399.6,782.8,429.2,168.0,85.76951672943015,Banco Santander 2.jpg,None,None
fix,1745352,1745532,785.2,431.7,Banco Santander 2.jpg,None
sac,1745532,1745578,784.7,431.2,530.3,393.3,246.0,257.20763985542897,Banco Santander 2.jpg,None,None
fix,1745578,1745820,532.2,393.0,Banco Santander 2.jpg,None
sac,1745820,1745856,534.9,392.6,343.1,410.0,209.0,192.58764238652486,Banco Santander 2.jpg,None,None
fix,1745856,1746060,318.1,415.6,Banco Santander 2.jpg,None
sac,1746060,1746078,317.8,416.2,281.9,398.1,89.0,40.20472609034915,Banco Santander 2.jpg,None,None
