sac,8816628,8816658,694.0,386.4,577.0,386.4,159.0,117.0,Groupon 1.jpg,None,None
fix,8816658,8816798,574.0,387.4,Groupon 1.jpg,None
sac,8816798,8816822,572.4,389.2,615.1,341.8,144.0,63.796943500453075,Groupon 1.jpg,None,None
fix,8816822,8816982,615.6,337.1,Groupon 1.jpg,None
sac,8816982,8816992,616.0,337.0,620.1,323.6,59.0,14.01320805525985,Groupon 1.jpg,None,None
fix,8816992,8817212,624.7,321.0,Groupon 1.jpg,None
sac,8817212,8817224,623.0,321.6,601.1,316.6,62.0,22.463525992150007,Groupon 1.jpg,None,None
fix,8817224,8817390,597.8,316.5,Groupon 1.jpg,None
sac,8817390,8817430,597.0,316.5,689.8,165.7,282.0,177.06631526069546,Groupon 1.jpg,None,None
fix,8817430,8817642,689.2,166.7,Groupon 1.jpg,None
sac,8817642,8817664,690.3,168.5,618.3,153.4,137.0,73.56636459687267,Groupon 1.jpg,None,None
fix,8817664,8817808,618.9,153.1,Groupon 1.jpg,None
sac,8817808,8817826,618.9,151.9,625.0,121.2,101.0,31.300159744001313,Groupon 1.jpg,None,None
fix,8817826,8817994,627.9,124.5,Groupon 1.jpg,None
sac,8817994,8818036,630.6,124.9,380.2,157.7,251.0,252.53910588263358,Groupon 1.jpg,None,None
fix,8818036,8818210,383.7,157.8,Groupon 1.jpg,None
fix,8818484,8818700,-47.9,-57.2,Groupon 1.jpg,None
sac,8818700,8818724,-44.0,-53.8,-79.8,-154.3,316.0,106.68594096693342,Groupon 1.jpg,None,None
fix,8818724,8818916,-84.6,-159.5,Groupon 1.jpg,None
sac,8818916,8818972,-86.3,-169.2,220.4,385.5,1239.0,633.8430247308871,Groupon 1.jpg,None,None
fix,8818972,8819186,220.4,384.3,Groupon 1.jpg,None
sac,8819186,8819222,224.3,384.4,87.5,471.4,229.0,162.12106587362422,Groupon 1.jpg,None,None
fix,8819222,8819396,91.8,471.0,Groupon 1.jpg,None
sac,8819396,8819408,91.1,472.6,66.8,471.4,59.0,24.329611587528476,Groupon 1.jpg,None,None
fix,8819408,8819634,68.5,471.4,Groupon 1.jpg,None
