sac,647859,647877,689.1,393.1,689.7,405.8,50.0,12.71416532848302,Claro 1.jpg,None,None
fix,647877,647897,688.8,393.5,Claro 1.jpg,None
sac,647897,647939,688.3,386.8,858.7,353.1,172.0,173.70046056358063,Claro 1.jpg,None,None
fix,647939,648091,854.1,354.6,Claro 1.jpg,None
sac,648091,648115,853.9,356.6,932.4,324.9,183.0,84.65896290411312,Claro 1.jpg,None,None
fix,648115,648269,940.5,329.8,Claro 1.jpg,None
sac,648269,648331,940.5,334.7,397.5,216.6,367.0,555.694709350377,Claro 1.jpg,None,None
fix,648331,648471,396.7,217.7,Claro 1.jpg,None
sac,648471,648507,394.9,217.9,243.0,190.2,205.0,154.4049869660951,Claro 1.jpg,None,None
fix,648507,648603,244.3,189.1,Claro 1.jpg,None
fix,648757,649089,306.5,281.5,Claro 1.jpg,None
sac,649089,649147,305.9,276.7,4.8,304.3,243.0,302.3623157736426,Claro 1.jpg,None,None
fix,649147,649375,-3.9,311.1,Claro 1.jpg,None
sac,649375,649417,-5.6,310.4,191.0,160.1,312.0,247.4705032928167,Claro 1.jpg,None,None
fix,649417,649631,183.2,160.1,Claro 1.jpg,None
sac,649631,649659,181.2,161.4,271.6,78.5,256.0,122.65630843947655,Claro 1.jpg,None,None
fix,649659,649945,279.1,83.7,Claro 1.jpg,None
sac,649945,649977,279.3,85.2,210.7,177.2,234.0,114.76044614761656,Claro 1.jpg,None,None
fix,649977,650159,211.7,177.6,Claro 1.jpg,None
sac,650159,650219,216.1,178.8,-6.5,291.0,262.0,249.27815788793046,Claro 1.jpg,None,None
fix,650219,650351,-13.7,305.4,Claro 1.jpg,None
fix,650503,650715,-5.0,310.5,Claro 1.jpg,None
sac,650715,650745,-3.5,313.4,45.2,297.1,114.0,51.35542814542586,Claro 1.jpg,None,None
fix,650745,650983,48.7,305.7,Claro 1.jpg,None
sac,650983,651011,52.6,305.3,4.7,344.8,141.0,62.08590822400845,Claro 1.jpg,None,None
fix,651011,651373,8.6,337.6,Claro 1.jpg,None
