sac,2751647,2751695,682.2,385.1,390.9,279.8,293.0,309.7479297751642,VTR 1.jpg,None,None
fix,2751695,2751831,396.5,281.8,VTR 1.jpg,None
sac,2751831,2751891,395.9,285.6,858.7,245.7,393.0,464.51679194621164,VTR 1.jpg,None,None
fix,2751891,2752079,853.7,259.0,VTR 1.jpg,None
sac,2752079,2752115,851.6,261.6,987.5,271.2,158.0,136.2386509034789,VTR 1.jpg,None,None
fix,2752115,2752277,979.6,272.6,VTR 1.jpg,None
sac,2752277,2752339,979.9,274.0,458.0,118.9,402.0,544.4590159047787,VTR 1.jpg,None,None
fix,2752339,2752565,468.3,123.4,VTR 1.jpg,None
sac,2752565,2752603,469.6,126.9,318.9,91.0,178.0,154.91707459153756,VTR 1.jpg,None,None
fix,2752603,2752797,320.1,98.8,VTR 1.jpg,None
sac,2752797,2752865,321.5,104.8,377.8,531.4,494.0,430.29902393568125,VTR 1.jpg,None,None
fix,2752865,2753113,376.6,533.5,VTR 1.jpg,None
sac,2753113,2753163,376.8,537.4,609.8,575.9,334.0,236.1593741522872,VTR 1.jpg,None,None
fix,2753163,2753343,626.6,579.3,VTR 1.jpg,None
sac,2753343,2753389,625.4,582.4,729.2,484.5,264.0,142.6844420390675,VTR 1.jpg,None,None
fix,2753389,2753501,732.0,493.3,VTR 1.jpg,None
sac,2753501,2753551,732.0,494.2,722.2,256.9,354.0,237.5022736733272,VTR 1.jpg,None,None
fix,2753551,2753773,721.4,263.5,VTR 1.jpg,None
sac,2753773,2753817,721.1,266.7,676.0,406.7,292.0,147.08504342726354,VTR 1.jpg,None,None
fix,2753817,2753921,673.4,425.3,VTR 1.jpg,None
sac,2753921,2753979,673.6,427.3,370.7,248.0,350.0,351.98991462824614,VTR 1.jpg,None,None
fix,2753979,2754105,361.4,245.2,VTR 1.jpg,None
sac,2754105,2754145,361.2,248.1,283.8,121.3,234.0,148.5563866011825,VTR 1.jpg,None,None
fix,2754145,2754329,285.2,126.6,VTR 1.jpg,None
sac,2754329,2754345,284.3,128.5,273.6,146.4,55.0,20.854256160314133,VTR 1.jpg,None,None
fix,2754345,2754413,278.9,145.2,VTR 1.jpg,None
sac,2754413,2754439,277.5,146.4,379.2,107.2,227.0,108.99325667214462,VTR 1.jpg,None,None
fix,2754439,2754625,372.1,112.2,VTR 1.jpg,None
sac,2754625,2754683,374.1,115.0,715.0,108.3,375.0,340.9658340655263,VTR 1.jpg,None,None
fix,2754683,2754833,727.4,116.0,VTR 1.jpg,None
sac,2754833,2754859,728.5,118.4,841.5,73.4,253.0,121.63058825805291,VTR 1.jpg,None,None
fix,2754859,2755035,842.3,62.8,VTR 1.jpg,None
fix,2755621,2755779,903.9,397.5,VTR 1.jpg,None
sac,2755779,2755815,902.5,399.4,849.7,316.5,138.0,98.28657080191572,VTR 1.jpg,None,None
fix,2755815,2756009,852.2,320.2,VTR 1.jpg,None
sac,2756009,2756035,852.0,315.9,797.7,251.1,180.0,84.54306594866307,VTR 1.jpg,None,None
fix,2756035,2756193,794.1,253.4,VTR 1.jpg,None
fix,2756369,2756567,922.1,601.6,VTR 1.jpg,None
fix,2756763,2756975,569.0,513.9,VTR 1.jpg,None
sac,2756975,2757009,571.5,516.8,463.3,453.0,215.0,125.60923532925433,VTR 1.jpg,None,None
fix,2757009,2757167,467.0,457.3,VTR 1.jpg,None
sac,2757167,2757203,467.3,455.6,522.5,467.9,182.0,56.55377971453365,VTR 1.jpg,None,None
fix,2757203,2757477,537.0,472.0,VTR 1.jpg,None
sac,2758789,2758847,684.0,367.7,394.9,333.5,262.0,291.1158704021476,VTR 2.jpg,None,None
fix,2758847,2759021,379.8,328.4,VTR 2.jpg,None
sac,2759021,2759055,381.0,327.7,335.0,450.2,249.0,130.8520156512692,VTR 2.jpg,None,None
fix,2759055,2759247,329.6,444.7,VTR 2.jpg,None
sac,2759247,2759269,327.2,445.9,261.8,426.8,135.0,68.13200422708843,VTR 2.jpg,None,None
fix,2759269,2759481,254.6,429.1,VTR 2.jpg,None
sac,2759481,2759497,257.3,433.5,245.7,463.1,91.0,31.791822848021813,VTR 2.jpg,None,None
fix,2759497,2759725,248.9,459.5,VTR 2.jpg,None
sac,2759725,2759761,249.8,462.2,434.7,433.2,242.0,187.16038576579177,VTR 2.jpg,None,None
fix,2759761,2760157,430.0,434.9,VTR 2.jpg,None
sac,2760157,2760179,428.6,436.2,374.3,464.5,120.0,61.23218108151956,VTR 2.jpg,None,None
fix,2760179,2760309,381.7,462.5,VTR 2.jpg,None
sac,2760309,2760365,380.2,463.6,350.5,290.0,304.0,176.1222586727754,VTR 2.jpg,None,None
fix,2760365,2760485,349.6,281.5,VTR 2.jpg,None
sac,2760485,2760509,350.0,282.4,320.2,346.3,193.0,70.507091841885,VTR 2.jpg,None,None
fix,2760509,2760655,326.1,337.1,VTR 2.jpg,None
sac,2760655,2760667,325.4,339.0,315.3,354.5,65.0,18.500270268296063,VTR 2.jpg,None,None
fix,2760667,2760819,314.3,355.9,VTR 2.jpg,None
sac,2760819,2760873,315.2,356.8,571.5,347.0,349.0,256.4872901334489,VTR 2.jpg,None,None
fix,2760873,2760981,579.2,352.3,VTR 2.jpg,None
sac,2760981,2761043,578.8,354.3,940.9,394.3,331.0,364.302635181246,VTR 2.jpg,None,None
fix,2761043,2761195,947.2,401.7,VTR 2.jpg,None
sac,2761195,2761215,947.5,402.7,1005.4,410.1,112.0,58.37096881155904,VTR 2.jpg,None,None
fix,2761215,2761383,997.9,411.5,VTR 2.jpg,None
sac,2761383,2761447,998.6,410.3,727.1,156.7,342.0,371.51744238999066,VTR 2.jpg,None,None
fix,2761447,2761923,719.4,152.5,VTR 2.jpg,None
sac,2761923,2761983,718.1,154.8,570.8,531.2,432.0,404.19580650966685,VTR 2.jpg,None,None
fix,2761983,2762187,566.4,551.3,VTR 2.jpg,None
sac,2762187,2762219,566.0,553.1,468.9,533.8,153.0,98.99949494820673,VTR 2.jpg,None,None
fix,2762219,2762387,474.3,539.2,VTR 2.jpg,None
sac,2762387,2762413,474.2,539.3,454.0,444.0,249.0,97.41729825857414,VTR 2.jpg,None,None
fix,2762413,2762493,447.0,433.9,VTR 2.jpg,None
fix,2762695,2763125,432.0,451.4,VTR 2.jpg,None
sac,2763125,2763141,434.8,456.3,470.2,463.2,84.0,36.066189152723055,VTR 2.jpg,None,None
fix,2763141,2763347,460.0,464.7,VTR 2.jpg,None
sac,2763347,2763363,456.3,466.6,419.5,470.0,81.0,36.95673145720548,VTR 2.jpg,None,None
fix,2763363,2763813,425.0,473.1,VTR 2.jpg,None
sac,2763813,2763827,422.3,472.7,428.5,494.0,73.0,22.184003245582172,VTR 2.jpg,None,None
fix,2763827,2764115,426.0,492.6,VTR 2.jpg,None
sac,2764115,2764125,426.0,493.0,434.4,503.7,49.0,13.603308421115775,VTR 2.jpg,None,None
fix,2764125,2764339,430.1,503.9,VTR 2.jpg,None
sac,2764339,2764363,428.9,502.6,416.9,553.3,117.0,52.10076774866175,VTR 2.jpg,None,None
fix,2764363,2764535,418.2,550.8,VTR 2.jpg,None
sac,2765741,2765765,692.6,383.3,607.1,362.3,163.0,88.04118354497513,VTR 3.jpg,None,None
fix,2765765,2765915,596.5,363.8,VTR 3.jpg,None
sac,2765915,2765951,597.0,364.7,528.9,510.0,269.0,160.46713059066025,VTR 3.jpg,None,None
fix,2765951,2766171,522.7,511.6,VTR 3.jpg,None
sac,2766171,2766191,516.1,511.8,468.7,501.5,79.0,48.50618517261488,VTR 3.jpg,None,None
fix,2766191,2766415,463.8,502.2,VTR 3.jpg,None
sac,2766415,2766435,464.0,500.8,456.2,548.8,135.0,48.62962060308506,VTR 3.jpg,None,None
