fix,283954,284284,666.5,355.7,Banco de Chile 1.jpg,None
sac,284284,284346,665.4,353.2,364.5,214.4,210.0,331.3702611882967,Banco de Chile 1.jpg,None,None
fix,284346,284504,365.2,210.3,Banco de Chile 1.jpg,None
sac,284504,284530,362.8,209.9,296.9,151.6,156.0,87.98693084771173,Banco de Chile 1.jpg,None,None
fix,284530,284664,277.4,142.2,Banco de Chile 1.jpg,None
sac,284664,284702,274.7,141.3,130.6,99.0,182.0,150.18022506308878,Banco de Chile 1.jpg,None,None
fix,284702,284878,129.6,100.7,Banco de Chile 1.jpg,None
sac,284878,284898,129.1,99.8,80.3,98.5,105.0,48.81731250284063,Banco de Chile 1.jpg,None,None
fix,284898,285110,92.0,98.2,Banco de Chile 1.jpg,None
sac,285110,285138,96.1,99.0,214.8,96.3,203.0,118.7307036953795,Banco de Chile 1.jpg,None,None
fix,285138,285232,207.0,100.4,Banco de Chile 1.jpg,None
sac,285232,285320,209.7,107.4,181.1,642.9,443.0,536.2631909799516,Banco de Chile 1.jpg,None,None
fix,285320,285506,177.6,662.0,Banco de Chile 1.jpg,None
sac,285506,285554,177.2,665.1,354.4,687.3,206.0,178.58521775331795,Banco de Chile 1.jpg,None,None
fix,285554,285724,341.0,701.6,Banco de Chile 1.jpg,None
sac,285724,285786,336.6,704.5,484.3,460.5,328.0,285.22147534854383,Banco de Chile 1.jpg,None,None
fix,285786,286056,484.6,452.6,Banco de Chile 1.jpg,None
sac,286056,286102,482.7,453.4,348.5,332.2,180.0,180.82886937654615,Banco de Chile 1.jpg,None,None
fix,286102,286418,344.6,332.7,Banco de Chile 1.jpg,None
fix,286584,286822,744.8,405.9,Banco de Chile 1.jpg,None
sac,286822,286860,745.1,406.2,606.7,392.1,182.0,139.11639011992796,Banco de Chile 1.jpg,None,None
fix,286860,287118,604.5,392.6,Banco de Chile 1.jpg,None
sac,287118,287162,601.8,394.1,781.9,353.2,205.0,184.68573307107405,Banco de Chile 1.jpg,None,None
fix,287162,287382,777.1,354.3,Banco de Chile 1.jpg,None
sac,287382,287404,777.2,356.6,855.0,345.8,141.0,78.54603745574944,Banco de Chile 1.jpg,None,None
fix,287404,287652,875.5,343.8,Banco de Chile 1.jpg,None
sac,287652,287676,877.7,342.1,790.1,338.0,161.0,87.6958950008494,Banco de Chile 1.jpg,None,None
fix,287676,287910,779.7,338.7,Banco de Chile 1.jpg,None
sac,287910,287946,779.4,337.0,894.6,339.0,131.0,115.21735980311304,Banco de Chile 1.jpg,None,None
fix,287946,288100,889.7,337.9,Banco de Chile 1.jpg,None
sac,288100,288118,892.9,335.8,932.5,342.7,81.0,40.196641650764825,Banco de Chile 1.jpg,None,None
fix,288118,288374,926.6,344.0,Banco de Chile 1.jpg,None
sac,288374,288382,929.3,345.3,940.4,345.5,43.0,11.10180165558728,Banco de Chile 1.jpg,None,None
fix,288382,288558,940.2,345.2,Banco de Chile 1.jpg,None
sac,288558,288578,939.2,344.4,884.5,340.4,108.0,54.84605728764836,Banco de Chile 1.jpg,None,None
fix,288578,288906,887.2,335.4,Banco de Chile 1.jpg,None
sac,288906,288958,888.3,335.3,994.7,88.3,271.0,268.9422986441516,Banco de Chile 1.jpg,None,None
fix,288958,289158,992.6,88.0,Banco de Chile 1.jpg,None
sac,289158,289184,989.5,88.7,917.7,84.0,144.0,71.95366564672014,Banco de Chile 1.jpg,None,None
fix,289184,289330,902.1,75.7,Banco de Chile 1.jpg,None
sac,289330,289344,900.2,78.4,896.9,65.0,45.0,13.800362314084387,Banco de Chile 1.jpg,None,None
fix,289344,289542,895.8,65.0,Banco de Chile 1.jpg,None
sac,289542,289578,894.6,64.9,742.2,86.1,200.0,153.86747544559245,Banco de Chile 1.jpg,None,None
fix,289578,289738,747.0,89.8,Banco de Chile 1.jpg,None
sac,289738,289758,747.8,90.3,694.7,93.0,111.0,53.16859975587085,Banco de Chile 1.jpg,None,None
fix,289758,289890,702.6,95.9,Banco de Chile 1.jpg,None
sac,291176,291234,382.9,700.6,450.4,412.3,340.0,296.09650453863856,Banco de Chile 2.jpg,None,None
fix,291234,291424,448.8,415.0,Banco de Chile 2.jpg,None
sac,291424,291460,449.7,415.7,585.5,396.0,156.0,137.22146333573332,Banco de Chile 2.jpg,None,None
fix,291460,291568,582.8,398.9,Banco de Chile 2.jpg,None
sac,291568,291604,583.9,399.6,693.8,335.4,174.0,127.27784567629985,Banco de Chile 2.jpg,None,None
fix,291604,291908,695.4,334.4,Banco de Chile 2.jpg,None
sac,291908,291920,692.9,336.3,672.4,337.0,58.0,20.511947737842938,Banco de Chile 2.jpg,None,None
fix,291920,292068,668.6,341.5,Banco de Chile 2.jpg,None
sac,292068,292082,665.7,341.3,635.4,339.5,76.0,30.353418258904615,Banco de Chile 2.jpg,None,None
fix,292082,292250,631.7,341.4,Banco de Chile 2.jpg,None
sac,292250,292302,631.8,341.3,873.7,416.0,210.0,253.17128589158773,Banco de Chile 2.jpg,None,None
fix,292302,292476,872.6,414.4,Banco de Chile 2.jpg,None
sac,292476,292500,875.8,414.6,974.6,411.0,141.0,98.86556528943743,Banco de Chile 2.jpg,None,None
fix,292500,292874,993.6,413.2,Banco de Chile 2.jpg,None
sac,292874,292920,989.2,409.4,763.7,398.9,199.0,225.74432440263033,Banco de Chile 2.jpg,None,None
fix,292920,293062,758.5,393.1,Banco de Chile 2.jpg,None
sac,293062,293082,755.4,392.2,701.6,393.1,114.0,53.807527354451025,Banco de Chile 2.jpg,None,None
fix,293082,293260,702.4,392.9,Banco de Chile 2.jpg,None
sac,293260,293282,702.0,391.8,777.3,389.4,121.0,75.33823730351006,Banco de Chile 2.jpg,None,None
fix,293282,293466,792.6,391.6,Banco de Chile 2.jpg,None
sac,293466,293542,793.8,395.2,318.5,165.4,331.0,527.9376194210827,Banco de Chile 2.jpg,None,None
fix,293542,293670,318.6,162.1,Banco de Chile 2.jpg,None
sac,293670,293692,317.1,162.0,283.0,129.5,110.0,47.10689970694316,Banco de Chile 2.jpg,None,None
fix,293692,293958,283.7,134.0,Banco de Chile 2.jpg,None
sac,293958,293968,282.9,135.1,266.6,141.1,59.0,17.369225659193862,Banco de Chile 2.jpg,None,None
fix,293968,294234,269.7,141.6,Banco de Chile 2.jpg,None
sac,294234,294256,271.1,142.0,330.6,130.5,109.0,60.60115510450275,Banco de Chile 2.jpg,None,None
fix,294256,294492,327.8,133.6,Banco de Chile 2.jpg,None
sac,294492,294544,328.1,135.7,279.3,248.0,284.0,122.44480389138612,Banco de Chile 2.jpg,None,None
fix,294544,294702,273.4,265.0,Banco de Chile 2.jpg,None
sac,294702,294754,273.5,266.5,251.6,418.9,328.0,153.965483144762,Banco de Chile 2.jpg,None,None
fix,294754,294958,245.3,442.0,Banco de Chile 2.jpg,None
sac,294958,294976,243.7,443.6,201.3,460.7,102.0,45.71837704905979,Banco de Chile 2.jpg,None,None
fix,294976,295200,205.4,461.7,Banco de Chile 2.jpg,None
sac,295200,295214,208.3,462.9,240.1,458.4,74.0,32.11681802420655,Banco de Chile 2.jpg,None,None
fix,295214,295336,245.0,460.1,Banco de Chile 2.jpg,None
